ID,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,LONGITUDE,LATITUDE,ALT,Dim,SAT1,SAT2,SAT3,SAT4,SAT5,SAT6,SAT7,SAT8,SAT9,SAT10,SAT11,SAT12,PDOP,HDOP,TEMP,ACTIVITY,TIMEON
d16243y2011,2011,5,6,22,2,36,-97.26845527,34.01892967,235,3,4,8,11,17,20,24,27,28,0,0,0,0,1.7,0.9,26.5,899,36
d16243y2011,2011,5,6,22,32,39,-97.26658496,34.02074646,250,3,4,9,17,20,24,27,28,32,0,0,0,0,1.9,1.1,26.25,1627,39
d16243y2011,2011,5,6,23,2,37,-97.26665659,34.02079166,244,3,2,4,9,17,20,24,27,28,32,0,0,0,1.6,0.9,25.94,1930,37
d16243y2011,2011,5,6,23,32,37,-97.2666614,34.02082148,238,3,2,4,9,17,20,27,28,0,0,0,0,0,2.3,1.1,27.88,40,37
d16243y2011,2011,5,7,0,2,37,-97.26674996,34.02093996,240,3,2,4,9,10,12,17,20,27,28,0,0,0,1.8,0.8,25.06,3300,37
d16243y2011,2011,5,7,0,32,36,-97.26691626,34.02096304,241,3,2,4,5,9,10,12,17,20,27,28,0,0,1.5,0.8,24.94,2547,36
d16243y2011,2011,5,7,1,2,37,-97.26696637,34.02089521,244,3,2,4,5,9,10,12,17,27,0,0,0,0,2.4,1.1,26,565,37
d16243y2011,2011,5,7,1,32,40,-97.26685831,34.02093697,255,3,2,5,10,12,17,25,27,0,0,0,0,0,1.7,1,27.19,0,40
d16243y2011,2011,5,7,2,2,37,-97.26648387,34.02076487,244,3,2,5,9,10,12,17,25,29,0,0,0,0,1.5,1,24.94,1597,37
d16243y2011,2011,5,7,2,32,37,-97.26658823,34.02095842,241,3,2,4,5,10,12,25,0,0,0,0,0,0,3.6,1.7,24.31,1989,37
d16243y2011,2011,5,7,3,2,37,-97.26655199,34.02098315,244,3,4,5,10,12,25,26,29,0,0,0,0,0,1.9,1,24.75,1199,37
d16243y2011,2011,5,7,3,32,40,-97.26656333,34.02095806,242,3,2,4,5,10,12,21,25,26,29,0,0,0,1.5,0.9,25.69,0,40
d16243y2011,2011,5,7,4,2,37,-97.26645172,34.02080139,242,3,2,5,10,12,15,21,25,26,29,0,0,0,1.7,0.8,25.19,697,37
d16243y2011,2011,5,7,4,32,37,-97.26540135,34.02095701,245,3,2,5,12,15,18,21,25,26,29,30,0,0,1.6,0.8,22.75,2292,37
d16243y2011,2011,5,7,5,2,40,-97.26231521,34.01850129,245,3,5,15,18,21,25,26,29,30,0,0,0,0,2.1,1,22.69,1025,40
d16243y2011,2011,5,7,5,32,40,-97.25961327,34.01574706,246,3,2,5,15,18,21,26,29,30,0,0,0,0,1.7,1.1,23.13,469,40
d16243y2011,2011,5,7,6,2,40,-97.25953029,34.01487841,246,3,15,18,21,26,29,0,0,0,0,0,0,0,5.5,1.6,23.38,839,40
d16243y2011,2011,5,7,6,32,40,-97.26140623,34.01475166,236,3,15,18,21,26,0,0,0,0,0,0,0,0,5.3,3.3,23.75,1037,40
d16243y2011,2011,5,7,7,3,30,-97.26151013,34.01549796,237,3,15,18,21,26,29,0,0,0,0,0,0,0,2.8,1.7,25.25,711,90
d16243y2011,2011,5,7,7,33,3,-97.26156047,34.01557802,230,3,3,6,9,15,21,0,0,0,0,0,0,0,2.9,1.9,27.06,436,63
d16243y2011,2011,5,7,8,2,45,-97.26161041,34.01562472,228,3,3,6,9,14,18,22,0,0,0,0,0,0,3.2,1.4,28.88,1,45
d16243y2011,2011,5,7,8,32,41,-97.26160533,34.01560842,242,3,3,6,14,18,21,22,0,0,0,0,0,0,5.2,2.3,30.19,0,41
d16243y2011,2011,5,7,9,2,37,-97.26173158,34.01573644,240,3,6,9,14,15,18,21,22,0,0,0,0,0,1.9,1.2,29.25,326,37
d16243y2011,2011,5,7,9,32,40,-97.26168474,34.01580341,240,3,9,14,18,21,22,31,0,0,0,0,0,0,3,1.7,30.38,0,40
d16243y2011,2011,5,7,10,2,37,-97.26169703,34.01578465,241,3,9,14,18,19,21,22,31,0,0,0,0,0,1.8,1,33.25,107,37
d16243y2011,2011,5,7,10,32,41,-97.26165367,34.01578674,240,3,9,11,14,18,22,25,0,0,0,0,0,0,2.1,1.6,31.63,12,41
d16243y2011,2011,5,7,11,2,40,-97.26219798,34.01596486,252,3,11,14,18,22,25,31,0,0,0,0,0,0,2.3,1.4,32.56,1166,40
d16243y2011,2011,5,7,11,32,40,-97.26349978,34.0157966,247,3,11,14,18,22,25,30,31,0,0,0,0,0,1.9,1.1,32.69,493,40
d16243y2011,2011,5,7,12,2,40,-97.26364363,34.01591134,236,3,11,14,22,24,25,31,0,0,0,0,0,0,2.6,1.4,33.56,6,40
d16243y2011,2011,5,7,12,32,36,-97.26378126,34.01569326,233,3,22,23,24,25,30,0,0,0,0,0,0,0,3.9,1.1,32.75,81,36
d16243y2011,2011,5,7,13,2,37,-97.26375209,34.01574335,231,3,11,16,22,23,25,30,31,0,0,0,0,0,1.8,0.9,33.38,0,37
d16243y2011,2011,5,7,13,33,0,-97.26339885,34.01378701,232,3,16,23,25,30,31,0,0,0,0,0,0,0,2.5,1.3,34.19,237,60
d16243y2011,2011,5,7,14,2,52,-97.2641598,34.01369496,232,3,16,23,30,31,32,0,0,0,0,0,0,0,5.5,2,34.5,592,52
d16243y2011,2011,5,7,14,32,41,-97.26416301,34.01390961,244,3,16,20,30,31,32,0,0,0,0,0,0,0,5.9,3,35,565,41
d16243y2011,2011,5,7,15,2,38,-97.26452858,34.0138246,245,3,16,20,23,30,31,32,0,0,0,0,0,0,3,1.7,34.81,647,38
d16243y2011,2011,5,7,15,32,37,-97.26453886,34.0138518,239,3,13,16,20,23,30,32,0,0,0,0,0,0,3.3,1.4,34.75,14,37
d16243y2011,2011,5,7,16,2,43,-97.26458526,34.01380646,248,3,13,16,20,23,0,0,0,0,0,0,0,0,4.6,2.3,34.63,31,43
d16243y2011,2011,5,7,16,32,47,-97.26460641,34.01425673,253,3,3,6,13,16,20,23,0,0,0,0,0,0,2.7,1.5,34.5,502,47
d16243y2011,2011,5,7,17,3,8,-97.26468482,34.01428849,244,3,3,7,13,16,19,23,0,0,0,0,0,0,3.7,1.6,34.88,228,68
d16243y2011,2011,5,7,17,32,40,-97.26464518,34.0143204,240,3,3,6,13,19,23,0,0,0,0,0,0,0,5.9,2.9,34.31,98,40
d16243y2011,2011,5,7,18,2,40,-97.26468181,34.01432993,246,3,3,6,13,19,23,0,0,0,0,0,0,0,4.2,3.2,34.19,0,40
d16243y2011,2011,5,7,18,32,40,-97.26475195,34.01434174,244,3,3,7,13,19,28,0,0,0,0,0,0,0,2.9,1.5,33.38,116,40
d16243y2011,2011,5,7,19,2,36,-97.26634447,34.01510543,244,3,3,7,8,11,13,19,24,28,0,0,0,0,2,1,31.56,681,36
d16243y2011,2011,5,7,19,32,40,-97.26792504,34.01576523,235,3,7,8,11,17,19,26,28,0,0,0,0,0,2,1,29.06,1910,40
d16243y2011,2011,5,7,20,2,37,-97.26774682,34.01776818,236,3,7,8,11,13,17,19,24,28,0,0,0,0,1.8,1,28.69,1486,37
d16243y2011,2011,5,7,20,32,40,-97.2683201,34.01902696,236,3,7,8,11,17,24,26,28,0,0,0,0,0,2.9,1.3,28.44,982,40
d16243y2011,2011,5,7,21,2,37,-97.26765692,34.01894187,238,3,4,7,8,15,17,26,28,0,0,0,0,0,2.1,1.5,27.69,1533,37
d16243y2011,2011,5,7,21,32,37,-97.26776043,34.01800463,242,3,4,7,8,11,17,24,26,28,0,0,0,0,1.9,1,28.5,3,37
d16243y2011,2011,5,7,22,2,37,-97.26727461,34.01771824,238,3,4,8,11,17,20,24,26,28,0,0,0,0,1.7,1,28.25,132,37
d16243y2011,2011,5,7,22,32,36,-97.26561713,34.0182287,247,3,2,4,8,9,17,20,24,26,27,28,32,0,1.3,0.7,27,1042,36
d16243y2011,2011,5,7,23,2,37,-97.26579151,34.01854677,249,3,2,4,8,9,17,20,27,28,0,0,0,0,1.7,0.9,26.19,2321,37
d16243y2011,2011,5,7,23,32,36,-97.26559693,34.01836999,244,3,2,4,9,12,17,20,28,0,0,0,0,0,2.1,1.1,27.63,1537,36
d16243y2011,2011,5,8,0,2,40,-97.26559009,34.01838702,244,3,2,4,9,12,17,20,28,0,0,0,0,0,2,1.1,29.06,0,40
d16243y2011,2011,5,8,0,32,40,-97.26583142,34.01834173,239,3,2,4,5,9,17,27,28,0,0,0,0,0,3,1.6,27.56,458,40
d16243y2011,2011,5,8,1,2,37,-97.26584147,34.01837975,243,3,2,4,5,9,17,25,27,0,0,0,0,0,1.8,1,29.19,0,37
d16243y2011,2011,5,8,1,32,41,-97.26629494,34.01849976,243,3,2,4,5,12,17,25,0,0,0,0,0,0,2.2,1.2,26.19,1390,41
d16243y2011,2011,5,8,2,2,37,-97.26634035,34.01850311,243,3,2,4,5,9,12,25,0,0,0,0,0,0,2,1.2,25.69,2505,37
d16243y2011,2011,5,8,2,32,37,-97.26587499,34.01896815,242,3,2,4,5,12,25,29,0,0,0,0,0,0,3.3,1.8,25.75,2353,37
d16243y2011,2011,5,8,3,2,37,-97.2658454,34.01834644,246,3,2,5,12,25,26,29,0,0,0,0,0,0,2.2,1.3,26.75,831,37
d16243y2011,2011,5,8,3,32,37,-97.26590048,34.01835353,245,3,2,4,5,21,25,26,29,0,0,0,0,0,1.7,1.1,27.63,40,37
d16243y2011,2011,5,8,4,2,37,-97.26586529,34.01838008,240,3,2,5,12,15,21,25,26,29,0,0,0,0,2.4,1,27.44,0,37
d16243y2011,2011,5,8,4,32,36,-97.26587711,34.01833156,240,3,2,5,12,15,18,21,25,26,29,30,0,0,1.6,0.8,27.69,75,36
d16243y2011,2011,5,8,5,2,37,-97.26701166,34.01818795,240,3,2,5,15,21,26,29,30,0,0,0,0,0,2.1,1.3,25,1534,37
d16243y2011,2011,5,8,5,32,40,-97.26820692,34.01713533,230,3,5,15,21,26,29,30,0,0,0,0,0,0,3,1.7,25.38,1475,40
d16243y2011,2011,5,8,6,2,40,-97.26653215,34.01599358,243,3,5,15,18,21,26,29,0,0,0,0,0,0,2.8,1.5,25.56,926,40
d16243y2011,2011,5,8,6,32,40,-97.26606041,34.01570829,237,3,15,18,21,22,26,29,0,0,0,0,0,0,2.4,1.3,26.13,1128,40
d16243y2011,2011,5,8,7,3,3,-97.2659134,34.01585501,244,3,14,15,22,26,27,29,0,0,0,0,0,0,2.5,1,28.06,463,63
d16243y2011,2011,5,8,7,32,36,-97.26596142,34.01588995,237,3,9,14,18,21,22,27,29,0,0,0,0,0,3,1.5,28.88,132,36
d16243y2011,2011,5,8,8,2,50,-97.26594792,34.01591501,238,3,3,9,18,21,22,27,0,0,0,0,0,0,3,2.2,30.88,49,50
d16243y2011,2011,5,8,8,32,37,-97.26596135,34.01584035,248,3,6,9,14,18,21,27,0,0,0,0,0,0,3.2,1.6,30,0,37
d16243y2011,2011,5,8,9,2,38,-97.26592307,34.01585875,237,3,3,6,9,18,19,21,22,27,0,0,0,0,2.2,1.1,30.94,0,38
d16243y2011,2011,5,8,9,32,41,-97.26592979,34.01590123,231,3,3,9,14,21,22,0,0,0,0,0,0,0,2.2,1.3,31.5,0,41
d16243y2011,2011,5,8,10,2,41,-97.26591048,34.01583873,234,3,6,9,14,19,21,22,31,0,0,0,0,0,1.7,1,31.69,67,41
d16243y2011,2011,5,8,10,32,53,-97.26585865,34.01583169,235,3,11,14,18,19,22,31,0,0,0,0,0,0,2.5,1.4,32.25,0,53
d16243y2011,2011,5,8,11,2,40,-97.26591813,34.01583523,245,3,11,14,18,24,31,0,0,0,0,0,0,0,2.6,1.4,33.38,0,40
d16243y2011,2011,5,8,11,32,40,-97.26591215,34.0157035,242,3,11,12,14,22,24,25,30,31,32,0,0,0,1.5,0.8,33.31,422,40
d16243y2011,2011,5,8,12,2,37,-97.26592701,34.01566493,245,3,14,20,22,24,25,30,31,32,0,0,0,0,1.8,0.9,33.75,6,37
d16243y2011,2011,5,8,12,32,40,-97.2658551,34.01558006,241,3,11,20,22,24,25,31,32,0,0,0,0,0,2,1,33.94,143,40
d16243y2011,2011,5,8,13,2,38,-97.26594995,34.01565534,242,3,11,16,20,22,23,24,30,31,32,0,0,0,2.2,1.2,34.44,344,38
d16243y2011,2011,5,8,13,32,40,-97.26605652,34.0156866,237,3,14,16,20,23,24,30,31,32,0,0,0,0,1.9,1,34.44,316,40
d16243y2011,2011,5,8,14,2,37,-97.26559993,34.01529512,240,3,14,16,20,23,24,30,31,32,0,0,0,0,1.6,1,34.44,488,37
d16243y2011,2011,5,8,14,32,41,-97.26561184,34.01529528,242,3,3,6,16,20,23,30,31,32,0,0,0,0,2.1,1.2,34.75,160,41
d16243y2011,2011,5,8,15,2,36,-97.26551351,34.01533808,236,3,3,6,16,20,23,30,31,32,0,0,0,0,2.7,1.4,35,83,36
d16243y2011,2011,5,8,15,32,40,-97.26559204,34.01552314,236,3,3,16,20,23,30,32,0,0,0,0,0,0,4.4,1.9,34.81,270,40
d16243y2011,2011,5,8,16,2,40,-97.26575629,34.01479506,248,3,3,6,13,16,19,20,23,30,0,0,0,0,2.4,1.1,34.06,365,40
d16243y2011,2011,5,8,16,32,37,-97.26581022,34.01501855,242,3,3,6,13,16,19,23,30,0,0,0,0,0,3.4,1.9,34.25,226,37
d16243y2011,2011,5,8,17,3,22,-97.26579506,34.01501833,242,3,3,6,7,13,16,19,23,0,0,0,0,0,3.9,1.6,34,433,82
d16243y2011,2011,5,8,17,32,37,-97.26577486,34.01500001,246,3,3,6,13,16,19,23,28,0,0,0,0,0,2.4,1.6,33.56,0,37
d16243y2011,2011,5,8,18,2,37,-97.26567846,34.01505456,242,3,3,6,7,8,11,13,16,28,0,0,0,0,1.8,0.9,32.88,461,37
d16243y2011,2011,5,8,18,32,36,-97.26613114,34.0166498,239,3,3,6,7,8,11,13,19,28,0,0,0,0,1.9,0.9,30.75,1425,36
d16243y2011,2011,5,8,19,2,40,-97.26781382,34.01825516,242,3,3,7,11,13,19,0,0,0,0,0,0,0,3,2.2,30.38,1252,40
d16243y2011,2011,5,8,19,32,37,-97.26768481,34.01884848,242,3,7,8,11,13,17,26,28,0,0,0,0,0,2.4,1.3,29.88,1431,37
d16243y2011,2011,5,8,20,2,37,-97.26735705,34.01925686,242,3,7,8,11,13,17,24,26,28,0,0,0,0,2.1,1.2,29.13,842,37
d16243y2011,2011,5,8,20,32,37,-97.26735657,34.0192271,234,3,7,8,11,17,19,24,26,0,0,0,0,0,2.8,1.7,30.44,3,37
d16243y2011,2011,5,8,21,2,40,-97.26755664,34.01940034,247,3,7,8,11,17,24,26,28,0,0,0,0,0,2.4,1.1,30.38,600,40
d16243y2011,2011,5,8,21,32,36,-97.26644881,34.02099793,245,3,4,7,8,17,26,27,28,0,0,0,0,0,2,1.3,29.75,891,36
d16243y2011,2011,5,8,22,2,36,-97.26724699,34.02072874,243,3,4,7,8,11,17,20,24,26,28,0,0,0,1.5,0.9,27.19,472,36
d16243y2011,2011,5,8,22,32,38,-97.26710382,34.02100626,237,3,2,4,9,17,20,24,27,28,32,0,0,0,1.5,0.8,25.13,895,38
d16243y2011,2011,5,8,23,2,36,-97.26793363,34.02253828,226,3,2,4,9,17,27,28,0,0,0,0,0,0,3.5,1.4,26.81,1130,36
d16243y2011,2011,5,8,23,32,36,-97.26674309,34.02234296,225,3,2,4,9,12,17,27,28,0,0,0,0,0,2.4,1.2,27.75,496,36
d16243y2011,2011,5,9,0,2,36,-97.26645876,34.02269152,231,3,2,4,9,12,17,28,0,0,0,0,0,0,2.3,1.2,28.75,890,36
d16243y2011,2011,5,9,0,32,37,-97.26609474,34.02291182,234,3,2,4,9,12,17,27,28,0,0,0,0,0,2.3,1.2,28.13,1030,37
d16243y2011,2011,5,9,1,2,37,-97.26551972,34.02296323,229,3,2,4,5,9,12,17,27,0,0,0,0,0,2.7,1.3,27.81,2174,37
d16243y2011,2011,5,9,1,32,36,-97.26550946,34.02293513,234,3,2,4,5,12,17,25,27,0,0,0,0,0,1.7,1,29.19,17,36
d16243y2011,2011,5,9,2,2,37,-97.26552666,34.02294168,231,3,2,4,5,12,17,25,29,0,0,0,0,0,1.8,1.2,30,1,37
d16243y2011,2011,5,9,2,32,37,-97.26568507,34.02297999,229,3,2,4,5,12,25,29,0,0,0,0,0,0,3.3,1.8,27.5,1962,37
d16243y2011,2011,5,9,3,2,37,-97.26561144,34.02308626,227,3,5,12,25,26,29,0,0,0,0,0,0,0,2.6,1.8,28.5,746,37
d16243y2011,2011,5,9,3,32,37,-97.26575347,34.02313154,229,3,2,5,12,26,29,0,0,0,0,0,0,0,3.7,1.5,28.5,380,37
d16243y2011,2011,5,9,4,2,37,-97.26573129,34.02225204,239,3,2,5,21,25,26,29,0,0,0,0,0,0,2.6,1.3,25.94,3171,37
d16243y2011,2011,5,9,4,32,37,-97.26649337,34.02082993,242,3,2,5,12,18,21,25,26,29,0,0,0,0,2.1,1.1,25.94,369,37
d16243y2011,2011,5,9,5,2,40,-97.26705503,34.01759973,237,3,2,5,15,18,21,25,26,29,0,0,0,0,1.8,1,25.19,1299,40
d16243y2011,2011,5,9,5,32,40,-97.26606624,34.01536842,241,3,2,5,15,16,18,21,26,29,0,0,0,0,1.7,1.1,26.81,981,40
d16243y2011,2011,5,9,6,2,40,-97.26609987,34.01355461,244,3,15,16,18,21,26,29,30,0,0,0,0,0,2.4,1.4,27.06,784,40
d16243y2011,2011,5,9,6,32,37,-97.26608631,34.01331636,241,3,6,15,18,21,26,27,29,0,0,0,0,0,1.9,1,28.63,154,37
d16243y2011,2011,5,9,7,2,42,-97.26608363,34.01323516,242,3,3,15,18,21,27,0,0,0,0,0,0,0,3.3,2.9,29.25,7,42
d16243y2011,2011,5,9,7,32,41,-97.26599675,34.01340707,242,3,15,18,21,27,29,0,0,0,0,0,0,0,3.4,2,29.06,244,41
d16243y2011,2011,5,9,8,2,40,-97.26575135,34.01360019,241,3,3,6,14,15,18,21,22,0,0,0,0,0,2.5,1.3,29.13,180,40
d16243y2011,2011,5,9,8,32,37,-97.26577315,34.01359328,247,3,3,6,9,14,15,18,21,22,0,0,0,0,2.1,1.2,30.31,14,37
d16243y2011,2011,5,9,9,2,37,-97.26578008,34.01351854,244,3,9,14,18,21,22,27,0,0,0,0,0,0,3.8,1.7,31.19,391,37
d16243y2011,2011,5,9,9,32,40,-97.26579524,34.01351875,240,3,9,14,21,22,27,31,0,0,0,0,0,0,2.9,1.9,32.63,6,40
d16243y2011,2011,5,9,10,2,37,-97.26580977,34.01349641,240,3,9,12,14,18,21,22,31,0,0,0,0,0,2.3,1.5,32.63,99,37
d16243y2011,2011,5,9,10,32,37,-97.26580032,34.01348185,237,3,12,14,18,22,31,0,0,0,0,0,0,0,3.2,2,33.19,0,37
d16243y2011,2011,5,9,11,2,36,-97.26578357,34.01345366,242,3,11,12,14,18,22,25,31,32,0,0,0,0,1.9,1.1,33.69,0,36
d16243y2011,2011,5,9,11,32,40,-97.2655622,34.01337028,241,3,11,14,22,24,25,31,32,0,0,0,0,0,2.8,1.4,34.75,456,40
d16243y2011,2011,5,9,12,2,37,-97.26550014,34.01333334,245,3,11,14,22,25,30,31,32,0,0,0,0,0,2.2,1,34.88,599,37
d16243y2011,2011,5,9,12,32,40,-97.26551807,34.01335704,240,3,16,23,24,25,30,31,32,0,0,0,0,0,1.8,0.9,34.69,127,40
d16243y2011,2011,5,9,13,2,37,-97.26549987,34.01334686,243,3,11,14,24,25,30,31,32,0,0,0,0,0,1.8,1.1,34.69,328,37
d16243y2011,2011,5,9,13,32,40,-97.2654929,34.01337021,240,3,16,25,30,31,32,0,0,0,0,0,0,0,3.3,2.3,35.5,225,40
d16243y2011,2011,5,9,14,2,37,-97.26560952,34.01338628,245,3,14,16,20,23,30,31,32,0,0,0,0,0,2.4,1.4,36.5,887,37
d16243y2011,2011,5,9,14,32,37,-97.26562695,34.01332791,230,3,6,16,20,23,30,32,0,0,0,0,0,0,2.7,1.6,36.94,0,37
d16243y2011,2011,5,9,15,2,37,-97.26572154,34.01357542,237,3,3,6,13,16,20,32,0,0,0,0,0,0,2.4,1.3,35.88,218,37
d16243y2011,2011,5,9,15,32,36,-97.2657281,34.01357191,237,3,3,6,13,16,19,20,23,31,32,0,0,0,1.9,1,35.63,0,36
d16243y2011,2011,5,9,16,2,40,-97.26570829,34.01353466,246,3,3,6,7,19,20,23,30,32,0,0,0,0,2,0.9,34.69,0,40
d16243y2011,2011,5,9,16,32,36,-97.26579003,34.01356196,234,3,3,6,7,13,16,19,20,23,0,0,0,0,2.1,1,34,125,36
d16243y2011,2011,5,9,17,2,40,-97.26580706,34.01352343,243,3,3,7,13,19,0,0,0,0,0,0,0,0,4.9,2.6,33.63,0,40
d16243y2011,2011,5,9,17,32,41,-97.26743545,34.01353376,244,3,3,7,8,13,19,28,0,0,0,0,0,0,2.6,1.4,32.5,772,41
d16243y2011,2011,5,9,18,2,37,-97.26758679,34.013333,239,3,3,6,7,8,11,13,19,28,0,0,0,0,1.8,0.9,33.13,214,37
d16243y2011,2011,5,9,18,32,37,-97.26599328,34.01421678,248,3,3,7,8,11,13,19,28,0,0,0,0,0,2.3,1,32.06,553,37
d16243y2011,2011,5,9,19,2,37,-97.26676505,34.01588325,246,3,7,8,11,13,19,26,28,0,0,0,0,0,2.1,1.1,31.5,1510,37
d16243y2011,2011,5,9,19,32,36,-97.26775861,34.01702802,228,3,7,8,11,19,24,28,0,0,0,0,0,0,3.1,1.7,30.56,1308,36
d16243y2011,2011,5,9,20,2,37,-97.26846014,34.01901,230,3,7,8,11,17,24,26,28,0,0,0,0,0,2.6,1.3,29.63,1350,37
d16243y2011,2011,5,9,20,32,40,-97.26722172,34.02064002,247,3,7,8,11,15,17,24,26,28,0,0,0,0,2.2,1.2,29.75,1327,40
d16243y2011,2011,5,9,21,2,36,-97.26672018,34.02107299,245,3,7,8,11,15,17,24,26,27,28,0,0,0,1.7,1,29.06,1770,36
d16243y2011,2011,5,9,21,32,36,-97.26623339,34.02136641,254,3,4,7,8,11,17,20,24,26,28,0,0,0,1.7,0.9,29.94,784,36
d16243y2011,2011,5,9,22,2,40,-97.2665305,34.02081513,245,3,4,7,8,11,17,20,24,26,28,0,0,0,1.5,0.9,30.63,253,40
d16243y2011,2011,5,9,22,32,40,-97.2665547,34.02079653,245,3,4,9,17,20,24,28,32,0,0,0,0,0,2.1,1.3,30.88,449,40
d16243y2011,2011,5,9,23,2,37,-97.26649627,34.02084711,245,3,2,4,9,17,20,27,28,0,0,0,0,0,2.1,1,29.63,1029,37
d16243y2011,2011,5,9,23,32,36,-97.26652308,34.02080691,244,3,2,4,9,17,20,27,28,0,0,0,0,0,2.3,1.1,30.69,13,36
d16243y2011,2011,5,10,0,2,37,-97.26646657,34.02081693,236,3,2,4,9,12,17,27,28,0,0,0,0,0,2.2,1.1,28.63,825,37
d16243y2011,2011,5,10,0,32,40,-97.2680265,34.02121855,234,3,2,4,9,12,17,27,0,0,0,0,0,0,2.8,1.6,28.88,469,40
d16243y2011,2011,5,10,1,2,37,-97.26842323,34.02226654,228,3,2,4,12,17,25,0,0,0,0,0,0,0,3.4,2.7,28.56,1057,37
d16243y2011,2011,5,10,1,32,46,-97.26829783,34.02241536,231,3,2,4,5,12,17,25,0,0,0,0,0,0,2.2,1.2,28.44,1144,46
d16243y2011,2011,5,10,2,2,40,-97.26836549,34.02244337,223,3,2,4,5,12,17,25,29,0,0,0,0,0,1.8,1.2,28.06,281,40
d16243y2011,2011,5,10,2,32,40,-97.26841129,34.02232138,222,3,2,4,5,12,25,29,0,0,0,0,0,0,3.2,1.7,28.31,38,40
d16243y2011,2011,5,10,3,2,40,-97.26871958,34.02223194,226,3,2,5,12,25,29,0,0,0,0,0,0,0,5.6,1.9,27.31,2353,40
d16243y2011,2011,5,10,3,32,37,-97.26882792,34.02228306,227,3,2,5,12,21,25,29,0,0,0,0,0,0,2.6,1.4,27.06,1920,37
d16243y2011,2011,5,10,4,2,40,-97.26884884,34.02215982,223,3,2,5,21,25,29,0,0,0,0,0,0,0,3,1.9,27.81,772,40
d16243y2011,2011,5,10,4,32,40,-97.26889991,34.02225792,222,3,2,5,21,26,29,30,0,0,0,0,0,0,2.5,1.9,28.31,0,40
d16243y2011,2011,5,10,5,2,51,-97.26910174,34.0219181,228,3,2,5,15,26,29,0,0,0,0,0,0,0,5,3,26.75,446,51
d16243y2011,2011,5,10,5,32,37,-97.26795036,34.01936982,239,3,5,15,18,21,25,26,29,30,0,0,0,0,1.6,1,25.63,1624,37
d16243y2011,2011,5,10,6,2,40,-97.26661176,34.0170317,235,3,5,15,18,21,26,29,0,0,0,0,0,0,2.6,1.4,27,825,40
d16243y2011,2011,5,10,6,32,41,-97.26651521,34.01704025,233,3,9,15,18,21,22,26,27,29,0,0,0,0,2,1,29.19,19,41
d16243y2011,2011,5,10,7,2,37,-97.26655304,34.0170967,236,3,6,9,15,18,21,22,26,27,0,0,0,0,1.9,1.1,28.31,192,37
d16243y2011,2011,5,10,7,32,36,-97.26656315,34.01713201,233,3,3,6,9,15,18,21,22,27,0,0,0,0,2.4,1.6,29.81,0,36
d16243y2011,2011,5,10,8,2,38,-97.26657203,34.01712131,238,3,3,6,9,14,15,18,21,22,27,0,0,0,2.2,1.1,30.69,187,38
d16243y2011,2011,5,10,8,32,36,-97.26651798,34.01717014,232,3,3,6,9,14,15,18,21,22,27,0,0,0,2,1.2,32,111,36
d16243y2011,2011,5,10,9,2,40,-97.26651805,34.01716654,235,3,3,6,9,14,18,21,22,27,0,0,0,0,1.9,1.1,32.56,0,40
d16243y2011,2011,5,10,9,32,37,-97.2665631,34.01708151,221,3,14,18,19,21,22,31,0,0,0,0,0,0,3.1,1.7,32.94,189,37
d16243y2011,2011,5,10,10,3,4,-97.26657319,34.01637199,227,3,9,12,14,18,22,31,0,0,0,0,0,0,2.4,1.6,34.75,76,64
d16243y2011,2011,5,10,10,32,37,-97.26655881,34.01638711,240,3,11,14,18,22,31,0,0,0,0,0,0,0,2.7,1.4,32.5,62,37
d16243y2011,2011,5,10,11,2,41,-97.26650781,34.0163918,234,3,11,12,18,22,31,0,0,0,0,0,0,0,2.9,1.7,32.69,69,41
d16243y2011,2011,5,10,11,33,32,-97.26660501,34.0164581,253,3,12,14,22,25,31,0,0,0,0,0,0,0,4.3,2.7,32.31,78,92
d16243y2011,2011,5,10,12,2,59,-97.26673316,34.01644007,244,3,22,25,31,32,0,0,0,0,0,0,0,0,3.6,1.9,30.44,380,59
d16243y2011,2011,5,10,12,32,37,-97.26696662,34.01678151,241,3,14,22,24,25,30,31,0,0,0,0,0,0,2.4,1.1,29.31,551,37
d16243y2011,2011,5,10,13,2,38,-97.2673187,34.0157621,239,3,11,14,24,25,30,31,32,0,0,0,0,0,1.8,1.1,29.38,632,38
d16243y2011,2011,5,10,13,32,40,-97.26737044,34.01588006,225,3,16,20,24,30,31,32,0,0,0,0,0,0,2.8,1.4,30.63,94,40
d16243y2011,2011,5,10,14,2,40,-97.26746818,34.0157597,243,3,16,20,24,30,31,32,0,0,0,0,0,0,2.3,1.6,29.88,415,40
d16243y2011,2011,5,10,14,32,37,-97.26827349,34.01593696,230,3,13,16,20,30,31,32,0,0,0,0,0,0,3.9,2.1,29.13,905,37
d16243y2011,2011,5,10,15,2,36,-97.26830511,34.01592659,234,3,3,6,13,16,20,30,31,32,0,0,0,0,2,0.9,30.94,599,36
d16243y2011,2011,5,10,15,32,36,-97.2682265,34.01595794,242,3,3,6,13,16,20,30,32,0,0,0,0,0,4.2,1.1,30.88,652,36
d16243y2011,2011,5,10,16,2,40,-97.26810972,34.01610959,240,3,3,6,7,10,13,19,20,30,0,0,0,0,2.3,0.9,31,249,40
